S/N,List Year,Date Recorded,Town,Address,Property Type,Assessed Value,Sale Amount
317,2021,1/4/2022,Bethlehem,477 MAIN ST SOUTH,Residential,"126,700","280,000"
318,2021,1/4/2022,Bridgeport,532 JOHN ST,Vacant Land,"93,960","95,000"
319,2021,1/4/2022,Bridgeport,333 VINCELLETE ST UNIT #71,Residential,"80,720","173,000"
320,2021,1/4/2022,Bloomfield,8 CRESTVIEW DRIVE,Residential,"144,900","309,000"
321,2021,1/4/2022,Monroe,17 SENIOR DR,Residential,"87,600","202,400"
322,2021,1/4/2022,Danbury,4 WIXTED AV,Residential,"102,600","199,999"
323,2021,1/4/2022,Bridgeport,545 CARROLL AVE #547,Residential,"131,130","285,000"
324,2021,1/4/2022,Harwinton,236 CATLIN RD,Residential,"106,770","160,000"
325,2021,1/4/2022,Branford,268 JEFFERSON WOODS,Residential,"106,300","175,000"
326,2021,1/4/2022,Bloomfield,22 BEAUDRY LANE,Residential,"249,060","500,000"
327,2021,1/4/2022,Bethany,752 LITCHFIELD TPK,Residential,"194,070","425,000"
328,2021,1/4/2022,Glastonbury,16 INDIAN HILL TEL,Residential,"196,100","245,000"
329,2021,1/4/2022,New Britain,150D-201 CLINIC DR,Residential,"28,490","29,600"
330,2021,1/4/2022,Coventry,STOREY AVE,Vacant Land,"4,700","7,500"
331,2021,1/4/2022,Bridgeport,200 WOODMONT AVE UNIT #116,Residential,"95,770","200,000"
332,2021,1/4/2022,Farmington,1240-C FARMINGTON AV,Residential,"112,480","190,000"
333,2021,1/4/2022,Glastonbury,47 TARRY BROOK DR,Residential,"201,000","330,000"
334,2021,1/4/2022,Essex,85 RIVER RD J-7,Residential,"133,700","325,000"
335,2021,1/4/2022,Hamden,677 PINE ROCK AVE,Residential,"111,160","165,000"
336,2021,1/4/2022,Monroe,23 TANGLEWOOD CIR,Residential,"150,400","335,000"
337,2021,1/4/2022,Madison,26 TAYLOR AVE,Residential,"254,800","425,000"
338,2021,1/4/2022,East Haddam,500 TATER HILL RD,Residential,"234,430","300,000"
339,2021,1/4/2022,Bridgeport,278 VINCELLETTE ST,Residential,"146,968","345,900"
340,2021,1/4/2022,Middletown,733 RIDGE RD,Residential,"226,040","385,000"
341,2021,1/4/2022,Ansonia,40 BEECHWOOD DR,Residential,"141,600","268,500"
342,2021,1/4/2022,Cromwell,90 NOOKS HILL ROAD,Residential,"140,770","311,975"
343,2021,1/4/2022,Hartland,23 MOOSEHORN,Residential,"126,760","200,000"
344,2021,1/4/2022,Barkhamsted,17 KELSEY COURT,Vacant Land,"43,430","35,000"
345,2021,1/4/2022,Bridgeport,64 WOODMONT AVE,Residential,"143,530","320,000"
346,2021,1/4/2022,Killingly,365 CRANBERRY BOG RD,Vacant Land,"38,080","140,000"
347,2021,1/4/2022,Killingly,17 FALLBROOK RD,Residential,"155,260","311,000"
348,2021,1/4/2022,Bridgeport,129 VALLEY AVE,Residential,"145,830","280,000"
349,2021,1/4/2022,Bridgeport,231 WEST AVE,Residential,"198,850","330,000"
350,2021,1/4/2022,Middletown,138 CARRIAGE CROSSING,Residential,"65,820","115,000"
351,2021,1/4/2022,Branford,35 WEST VILLAGE CT,Residential,"158,900","340,000"
352,2021,1/4/2022,Bridgeport,3200 MADISON AVE UNIT D-3,Residential,"100,880","229,000"
353,2021,1/4/2022,Marlborough,112 STAGE HARBOR RD,Residential,"170,240","275,000"
354,2021,1/4/2022,Danbury,106 CAROL ST,Residential,"121,200","250,500"
355,2021,1/4/2022,Bethlehem,22 EAST ST,Commercial,"310,100","362,500"
356,2021,1/4/2022,Coventry,43-1/225 AVERY SHORES,Vacant Land,"118,500","162,500"
357,2021,1/4/2022,Guilford,8 COPPER HILL DR,Residential,"116,100","210,000"
358,2021,1/4/2022,Bridgeport,115 BEAUVUE TER,Residential,"186,980","347,500"
359,2021,1/4/2022,Bolton,93 BIRCH MOUNTAIN RD,Residential,"264,700","397,500"
360,2021,1/4/2022,Burlington,229 STONE RD,Residential,"229,040","450,000"
361,2021,1/4/2022,Glastonbury,150 LONG HILL DR,Residential,"180,400","330,000"
362,2021,1/4/2022,Berlin,186 WILDERMERE RD,Residential,"283,900","342,065"
363,2021,1/4/2022,New Britain,130B-202 CLINIC DR,Residential,"28,490","15,000"
364,2021,1/4/2022,Barkhamsted,25 KELSEY COURT,Vacant Land,"39,960","35,000"
365,2021,1/4/2022,Branford,123 FOXBRIDGE VILLAGE,Residential,"110,300","225,000"
366,2021,1/4/2022,Bridgeport,113 EVERS ST,Residential,"130,980","330,000"
367,2021,1/4/2022,New Britain,38 NYE RD,Residential,"106,050","280,000"
368,2021,1/4/2022,Clinton,38 BRICKYARD RD,Residential,"153,800","297,000"
369,2021,1/4/2022,Danbury,23 VIRGINIA AV,Residential,"151,200","360,000"
370,2021,1/4/2022,Madison,8 HAMILTON DR,Residential,"376,400","735,000"
371,2021,1/4/2022,Hartland,37 FYLER RD,Residential,"158,460","309,900"
372,2021,1/4/2022,Coventry,51 WINDY HILL RD,Residential,"63,100","603,500"
373,2021,1/4/2022,Canton,105 ATWATER ROAD,Residential,"391,100","710,000"
374,2021,1/4/2022,Lyme,116-8 BLOOD STREET,Residential,"153,200","90,322"
375,2021,1/4/2022,Bridgeport,390 CHARLES ST UNIT #318,Residential,"68,060","127,500"
376,2021,1/4/2022,Burlington,183 PUNCH BROOK RD,Residential,"182,630","375,000"
377,2021,1/4/2022,Bridgeport,200 CALHOUN AVE,Residential,"139,636","125,000"
378,2021,1/4/2022,Danbury,6 OLIVE ST,Residential,"135,900","300,000"
379,2021,1/4/2022,East Windsor,294-20 SOUTH MAIN ST,Residential,"9,360","16,000"
380,2021,1/4/2022,East Granby,3 GRANDVIEW AVENUE,Residential,"151,600","245,000"
381,2021,1/4/2022,Fairfield,74 SPINNING WHEEL ROAD,Residential,"441,490","850,000"
382,2021,1/4/2022,Brooklyn,63 DAY ST,Residential,"155,900","355,000"
383,2021,1/4/2022,New Canaan,945 SOUTH AVE,Residential,"720,440","1,000,000"
384,2021,1/4/2022,Darien,40 PEAR TREE POINT ROAD,Residential,"2,347,870","3,600,000"
385,2021,1/4/2022,Bristol,30 WINSTON COURT,Residential,"143,640","298,000"
386,2021,1/4/2022,Danbury,65 SHERIDAN ST #10,Residential,"112,300","260,000"
387,2021,1/4/2022,Glastonbury,61 WOODBRIDGE RD,Residential,"136,400","385,000"
388,2021,1/4/2022,Haddam,86 ARKAY DRIVE,Residential,"268,710","435,000"
389,2021,1/4/2022,Ledyard,73 WENDELL COMRIE RD,Residential,"146,790","311,500"
390,2021,1/4/2022,Clinton,9 PONDVIEW LN,Residential,"358,800","460,000"
391,2021,1/4/2022,Bristol,36 CURTISS AVE,Residential,"96,880","250,000"
392,2021,1/4/2022,New Britain,12 BENSON ST,Residential,"105,140","117,000"
393,2021,1/4/2022,Morris,41 PALMER RD,Residential,"247,070","300,000"
394,2021,1/4/2022,Barkhamsted,88 GAVITT RD,Vacant Land,"53,440","35,000"
395,2021,1/4/2022,Bridgeport,775 RYON ST,Residential,"147,270","380,000"
396,2021,1/4/2022,Bloomfield,711 COTTAGE GROVE ROAD,Commercial,"865,550","2,957,100"
397,2021,1/4/2022,Bethel,1013 LEXINGTON BLVD,Residential,"132,160","314,761"
398,2021,1/4/2022,Orange,DIANA ST,Vacant Land,"2,000","8,997"
399,2021,1/4/2022,Waterbury,1568 MERIDEN RD #2I &8F,Residential,"56,760","150,000"
400,2021,1/4/2022,Norwich,1 NEMCZUK DR,Residential,"100,700","224,000"
401,2021,1/4/2022,Norwalk,22 HILLTOP RD,Residential,"1,231,340","1,500,000"
402,2021,1/4/2022,Torrington,141 ALVORD PARK RD,Residential,"122,790","255,000"
403,2021,1/4/2022,Newington,27 STYLES AVE,Residential,"145,500","295,000"
404,2021,1/4/2022,Stratford,2881 BROADBRIDGE AVENUE,Residential,"103,110","178,500"
405,2021,1/4/2022,Simsbury,88 HOPMEADOW STREET,Commercial,"474,360","465,000"
406,2021,1/4/2022,North Stonington,50 STONY BROOK RD,Residential,"127,890","247,000"
407,2021,1/4/2022,South Windsor,13 PEACHBROOK DR,Residential,"150,400","325,000"
408,2021,1/4/2022,Stamford,3 HOLLY COVE CIRCLE,Residential,"843,090","1,100,000"
409,2021,1/4/2022,Wallingford,2 WHEATFIELD DR,Residential,"388,700","650,000"
410,2021,1/4/2022,Redding,20 FIRE HILL LN,Residential,"330,400","700,000"
411,2021,1/4/2022,Stamford,94 SOUTHFIELD AVENUE #603,Residential,"365,990","650,000"
412,2021,1/4/2022,Waterbury,21 ARMAND DR #5,Residential,"190,300","20,000"
413,2021,1/4/2022,Norwich,390-420 WEST THAMES ST,Commercial,"965,700","1,200,000"
414,2021,1/4/2022,Waterbury,450 HILL ST #33,Residential,"149,940","50,000"
415,2021,1/4/2022,Southbury,81 E HERITAGE VILLAGE,Residential,"50,830","165,000"
416,2021,1/4/2022,Waterbury,18 CYNTHIA ST,Residential,"83,130","295,000"
417,2021,1/4/2022,Waterbury,35 STEPHANA LANE,Residential,"102,910","275,000"
418,2021,1/4/2022,Plainfield,10 GRACE LN,Residential,"165,010","346,874"
419,2021,1/4/2022,North Haven,222 ELM ST UNIT-01,Commercial,"72,730","110,000"
420,2021,1/4/2022,New Haven,311 BLAKE ST,Apartments,"3,266,375","9,200,000"
421,2021,1/4/2022,Southington,19 GREELEY LN,Vacant Land,"64,260","125,000"
422,2021,1/4/2022,Wallingford,93 PIERSON DR,Residential,"163,400","230,000"
423,2021,1/4/2022,Stamford,18 BRANTWOOD LANE,Residential,"325,560","650,000"
424,2021,1/4/2022,Newtown,9 BEECHWOOD DRIVE,Vacant Land,"35,730","5,000"
425,2021,1/4/2022,Plainfield,398 MOOSUP POND RD,Residential,"115,640","257,500"
426,2021,1/4/2022,Stamford,670 HOPE STREET #2,Residential,"231,700","457,000"
427,2021,1/4/2022,Sterling,177 GIBSON HILL RD,Commercial,"656,060","350,000"
428,2021,1/4/2022,Norwalk,297 ELY AVE UNIT A2,Residential,"72,230","250,000"
429,2021,1/4/2022,Newington,184 HUNTERS LN,Residential,"147,370","268,000"
430,2021,1/4/2022,Waterbury,109 MOUNT CARMEN AVE,Residential,"79,360","220,000"
431,2021,1/4/2022,Stonington,49 FELLOWS ST,Residential,"170,200","400,500"
432,2021,1/4/2022,Southbury,293 E HERITAGE VILLAGE,Residential,"87,120","245,000"
433,2021,1/4/2022,Suffield,725 TWO STATES RD,Residential,"314,590","739,900"
434,2021,1/4/2022,Waterbury,198 BRADLEY AVE #6,Residential,"30,390","70,000"
435,2021,1/4/2022,Ridgefield,57 MAIN ST,Residential,"901,650","1,700,000"
436,2021,1/4/2022,Old Lyme,148-1 MILE CREEK RD,Residential,"275,500","735,000"
437,2021,1/4/2022,Norwalk,3 SIER HILL RD UNIT B4 & GAR U,Residential,"161,930","292,000"
438,2021,1/4/2022,Stafford,324 NEW CITY RD,Vacant Land,"51,940","85,000"
439,2021,1/4/2022,Tolland,26 ANN DRIVE,Residential,"102,800","199,900"
440,2021,1/4/2022,Stamford,25 WINDERMERE LANE,Residential,"602,850","1,250,000"
441,2021,1/4/2022,Plainfield,153 PROSPECT ST,Residential,"129,530","340,000"
442,2021,1/4/2022,New Haven,896 QUINNIPIAC AVE UNIT 8,Residential,"113,680","250,000"
443,2021,1/4/2022,Old Saybrook,35 MOHICAN RD,Residential,"210,500","545,001"
444,2021,1/4/2022,South Windsor,18 WILDLIFE TRL,Residential,"203,200","370,000"
445,2021,1/4/2022,Waterbury,263 PERKINS AVE #4,Residential,"25,130","65,000"
446,2021,1/4/2022,Rocky Hill,3C BROOKWOOD DRIVE,Residential,"59,570","120,000"
447,2021,1/4/2022,Southbury,1067 LAKESIDE RD,Residential,"132,220","247,500"
448,2021,1/4/2022,Newtown,23 POOTATUCK TRAIL,Residential,"93,870","229,000"
449,2021,1/4/2022,Roxbury,PICKETT RD,Residential,"162,850","40,000"
450,2021,1/4/2022,Stamford,105 HARBOR DRIVE #122,Residential,"261,650","505,000"
451,2021,1/4/2022,Putnam,104 UNDERWOOD RD #2,Residential,"153,873","237,500"
452,2021,1/4/2022,Norwalk,95 WARD ST,Residential,"212,290","177,582"
453,2021,1/4/2022,Wallingford,14 MARY ANN LN,Residential,"179,300","344,900"
454,2021,1/4/2022,Seymour,66 BIRCHWOOD RD,Residential,"141,960","240,000"
455,2021,1/4/2022,Redding,659 REDDING RD,Vacant Land,"155,600","215,000"
456,2021,1/4/2022,Somers,265 STAFFORD RD,Residential,"189,800","375,000"
457,2021,1/4/2022,Newington,77 CHURCHILL WAY,Residential,"109,520","210,000"
458,2021,1/4/2022,Sherman,5 UPLAND PASTURES,Residential,"581,600","1,500,000"
459,2021,1/4/2022,Southington,109 DUNHAM ST,Residential,"134,780","260,000"
460,2021,1/4/2022,Waterbury,100 MARK LANE #J7,Residential,"46,400","160,000"
461,2021,1/4/2022,Tolland,218 CIDER MILL,Residential,"128,800","228,800"
462,2021,1/4/2022,South Windsor,1510 SULLIVAN AVE,Residential,"145,900","215,000"
463,2021,1/4/2022,Waterbury,22 LONSDALE ST,Residential,"93,130","237,820"
464,2021,1/4/2022,Stamford,43 HARBOR DRIVE #505,Residential,"381,470","633,000"
465,2021,1/4/2022,Southbury,1449 OLD WATERBURY RD #203,Commercial,"130,140","340,000"
466,2021,1/4/2022,Rocky Hill,1012 MAPLE STREET,Residential,"244,230","475,000"
467,2021,1/4/2022,North Haven,61 BROCKETT FARM RD,Residential,"249,770","434,500"
468,2021,1/4/2022,Sherman,15 LONG RIVER RD,Residential,"586,800","765,000"
469,2021,1/4/2022,Seymour,18 TOMLINSON RD,Vacant Land,"63,210","90,500"
470,2021,1/4/2022,Stamford,87 SAINT CHARLES AVENUE,Residential,"216,720","400,000"
471,2021,1/4/2022,Pomfret,87 SEARLES RD,Residential,"127,700","235,000"
472,2021,1/4/2022,Rocky Hill,40 LAKEVIEW AVENUE,Residential,"232,190","471,000"
473,2021,1/4/2022,Tolland,67 INDUSTRIAL PARK,Commercial,"593,400","1,000,000"
474,2021,1/4/2022,Newington,109 BARKLEDGE DR,Residential,"205,280","353,000"
475,2021,1/4/2022,Plainfield,4 PLEASANT ST,Residential,"104,140","235,000"
476,2021,1/4/2022,Waterbury,67 OAKLEAF DR,Residential,"82,600","210,000"
477,2021,1/4/2022,Wolcott,47 LEWIS AVE,Residential,"135,710","275,000"
478,2021,1/4/2022,Winchester,47 ORCHARD STREET,Residential,"101,080","107,000"
479,2021,1/4/2022,West Hartford,30 OUTLOOK AVENUE #C104,Residential,"126,858","172,000"
480,2021,1/4/2022,Wethersfield,273 FOREST DR,Residential,"140,340","247,000"
481,2021,1/4/2022,Watertown,250 LITCHFIELD RD,Residential,"243,400","240,000"
482,2021,1/4/2022,West Haven,188 DAWSON AVE,Residential,"145,040","310,000"
483,2021,1/4/2022,Weston,1 BLUEBERRY HILL,Residential,"298,600","457,975"
484,2021,1/4/2022,Weston,82 NEWTOWN TURNPIKE,Residential,"355,830","385,000"
485,2021,1/4/2022,West Hartford,68 GERTHMERE DRIVE,Residential,"175,735","325,000"
486,2021,1/4/2022,Windsor Locks,483 SPRING STREET,Commercial,"363,510","300,000"
487,2021,1/4/2022,Watertown,40 CARTER ST,Residential,"143,700","240,000"
488,2021,1/4/2022,West Hartford,55 EAST MAXWELL DRIVE,Residential,"183,908","290,000"
489,2021,1/4/2022,Wethersfield,47 FOREST DR,Residential,"148,420","286,900"
490,2021,1/4/2022,West Haven,83 SAVIN PARK,Residential,"105,070","150,150"
491,2021,1/4/2022,Westport,14 COCKENOE DRIVE,Residential,"1,379,600","2,230,000"
492,2021,1/4/2022,West Hartford,47 HIGH WOOD ROAD,Residential,"249,690","386,000"
493,2021,1/4/2022,Windsor Locks,20 NORTH STREET,Residential,"111,930","255,000"
494,2021,1/4/2022,Willington,57 PINNEY HILL ROAD,Residential,"126,090","239,000"
495,2021,1/4/2022,Windsor,27 SOMERSET DR,Residential,"160,580","340,000"
496,2021,1/4/2022,Windham,17 ANTRIM RD,Residential,"121,700","223,000"
497,2021,1/4/2022,West Hartford,111 WOODLAWN STREET,Residential,"148,768","165,000"
498,2021,1/4/2022,Wethersfield,325 PINE LN,Residential,"203,620","349,000"
499,2021,1/4/2022,West Haven,26 ROOSEVELT AVE,Residential,"119,070","275,000"
500,2021,1/4/2022,West Hartford,22 CROCKER AVENUE,Residential,"156,853","201,111"
501,2021,1/4/2022,Wilton,25 SPOONWOOD ROAD,Residential,"339,990","5,000"
502,2021,1/4/2022,Watertown,38 MAPLE AVE,Residential,"137,300","255,000"
503,2021,1/4/2022,Westport,11 ABBOTTS LANE,Residential,"1,499,300","2,995,000"
504,2021,1/4/2022,Wilton,790 RIDGEFIELD ROAD,Residential,"537,600","1,025,000"
505,2021,1/4/2022,West Hartford,494 SOUTH MAIN STREET,Residential,"151,578","269,900"
506,2021,1/4/2022,Watertown,0 STANLEY AVE,Vacant Land,"55,400","135,000"
507,2021,1/5/2022,Fairfield,32 WOODSIDE AVENUE,Residential,"350,980","615,000"
508,2021,1/5/2022,New Canaan,158 FOREST ST,Residential,"551,390","820,000"
509,2021,1/5/2022,Glastonbury,76 RIDGECREST RD,Residential,"237,600","475,000"
510,2021,1/5/2022,Goshen,59 OLD MIDDLE ST,Vacant Land,"50,350","212,500"
511,2021,1/5/2022,New Britain,4 BRADY AVE,Residential,"99,400","231,000"
512,2021,1/5/2022,Harwinton,DAVIS RD,Vacant Land,"2,310","5,997"
513,2021,1/5/2022,Berlin,166 SCARBOROUGH FARE,Residential,"210,800","345,000"
514,2021,1/5/2022,Bridgeport,173 ATLANTIC ST UNIT #3,Residential,"169,940","309,000"
515,2021,1/5/2022,Mansfield,833 MANSFIELD CITY RD,Residential,"143,900","365,000"
516,2021,1/5/2022,Middletown,125 AZALEA DR,Residential,"139,980","200,000"
517,2021,1/5/2022,Clinton,20 JEFFERSON CIR,Residential,"163,200","321,500"
518,2021,1/5/2022,Bridgeport,95 HILLSIDE AVE,Residential,"155,070","295,000"
519,2021,1/5/2022,Bridgeport,4 WOODBINE CIRCLE,Residential,"251,241","450,000"
520,2021,1/5/2022,Mansfield,1013 STAFFORD RD,Residential,"114,200","253,333"
521,2021,1/5/2022,Fairfield,635 BROOKLAWN AVENUE,Residential,"300,020","510,000"
522,2021,1/5/2022,Danbury,23 SAMPSON TE,Residential,"213,800","470,000"
523,2021,1/5/2022,Avon,13 JACKSON STREET,Residential,"180,300","302,000"
524,2021,1/5/2022,Hamden,2390 STATE ST U7K,Residential,"78,260","170,000"
525,2021,1/5/2022,Essex,38 NORTH MAIN ST 13,Residential,"115,300","231,000"
526,2021,1/5/2022,Mansfield,961 STAFFORD RD,Residential,"88,400","220,000"
527,2021,1/5/2022,New Britain,192 MAPLE ST,Residential,"133,280","365,000"
528,2021,1/5/2022,Bridgeport,92 HERKIMER ST,Residential,"154,960","181,000"
529,2021,1/5/2022,Fairfield,392 JEFFERSON STREET,Residential,"298,550","545,000"
530,2021,1/5/2022,Bridgeport,58-A PATRICIA RD,Residential,"117,700","170,000"
531,2021,1/5/2022,Farmington,27 BRADFORD WALK,Residential,"218,420","381,000"
532,2021,1/5/2022,Bloomfield,19 WALTS HILL,Residential,"221,270","404,000"
533,2021,1/5/2022,Cheshire,44 OLD TOWNE RD,Residential,"161,420","275,000"
534,2021,1/5/2022,Litchfield,32 OSBORN RD,Residential,"193,750","415,000"
535,2021,1/5/2022,Bridgeport,330 NORTH BISHOP AVE BLDG 95 A,Commercial,"2,632,020","20,943"
536,2021,1/5/2022,Hamden,103 CHESTER ST,Residential,"130,970","91,625"
537,2021,1/5/2022,Bristol,33 ROBIN ST,Residential,"127,470","259,000"
538,2021,1/5/2022,Danbury,8 DEEPWOOD DR,Residential,"188,100","400,000"
539,2021,1/5/2022,Derby,278 CAROLINE ST,Residential,"144,830","337,500"
540,2021,1/5/2022,New Britain,50 LASALLE ST,Apartments,"178,080","310,000"
541,2021,1/5/2022,Bridgeport,45 STEVENS ST #1B,Residential,"36,720","86,000"
542,2021,1/5/2022,Haddam,28 TEABERRY,Residential,"281,560","565,000"
543,2021,1/5/2022,Hamden,541 WINTERGREEN AVE,Residential,"154,910","269,900"
544,2021,1/5/2022,Fairfield,331 RIVERSIDE DRIVE,Residential,"519,540","1,050,000"
545,2021,1/5/2022,Derby,216-218 MINERVA ST,Residential,"190,400","383,500"
546,2021,1/5/2022,Monroe,7 HOLLY PL,Residential,"304,600","500,000"
547,2021,1/5/2022,Ansonia,14 GARDNERS LA,Residential,"118,300","289,000"
548,2021,1/5/2022,Monroe,31 STILLMEADOW CIR,Residential,"160,200","320,000"
549,2021,1/5/2022,Farmington,5 FARMINGTON CHASE CRESCENT,Residential,"122,690","195,000"
550,2021,1/5/2022,Granby,200 SALMON BROOK ST,Residential,"77,630","95,000"
551,2021,1/5/2022,East Haddam,403 FOX HOPYARD RD,Vacant Land,"50,970","105,000"
552,2021,1/5/2022,Litchfield,95 MARSH RD,Residential,"331,280","735,000"
553,2021,1/5/2022,Bristol,23 BENJAMIN ST,Residential,"123,690","213,000"
554,2021,1/5/2022,Bridgeport,225 BOSTON AVE,Commercial,"1,105,690","2,355,000"
555,2021,1/5/2022,Mansfield,979 STAFFORD RD,Residential,"75,500","240,000"
556,2021,1/5/2022,Hamden,23 RED ROCK TR,Residential,"130,550","210,000"
557,2021,1/5/2022,Harwinton,36 FOX HUNT WAY,Residential,"88,290","2,500,000"
558,2021,1/5/2022,Chester,WIG HILL RD,Vacant Land,"58,900","33,188"
559,2021,1/5/2022,Glastonbury,54B BREWSTER RD,Residential,"65,300","136,500"
560,2021,1/5/2022,Bridgeport,75 NORLAND AVE,Residential,"140,470","245,000"
561,2021,1/5/2022,Middletown,95 BRETTON RD,Residential,"145,510","251,000"
562,2021,1/5/2022,Fairfield,84 SALT MEADOW ROAD,Residential,"395,920","860,000"
563,2021,1/5/2022,Mansfield,1007 STAFFORD RD,Residential,"66,700","240,000"
564,2021,1/5/2022,Glastonbury,27 OLD VILLAGE RD,Residential,"203,600","444,444"
565,2021,1/5/2022,Derby,274 CAROLINE ST,Residential,"147,000","337,500"
566,2021,1/5/2022,Hamden,60 BRYDEN TR,Residential,"134,890","345,000"
567,2021,1/5/2022,Waterbury,14 WADSWORTH ST,Residential,"82,630","220,000"
568,2021,1/5/2022,Norwalk,15 KREINER LN,Residential,"385,680","805,000"
569,2021,1/5/2022,Southington,392 WEST ST,Residential,"138,620","225,000"
570,2021,1/5/2022,Southington,11 LINDEN CT,Residential,"80,880","528,743"
571,2021,1/5/2022,Stamford,1111 HOPE STREET #9,Residential,"160,370","235,000"
572,2021,1/5/2022,New Haven,19 LINES ST,Residential,"101,850","120,000"
573,2021,1/5/2022,Torrington,519 HARWINTON AVE,Residential,"79,510","90,000"
574,2021,1/5/2022,Norwalk,1 DEEPWOOD LN,Residential,"242,390","486,000"
575,2021,1/5/2022,Old Lyme,3 ROSE LA,Residential,"371,600","652,000"
576,2021,1/5/2022,Norwalk,115 FILLOW ST UNIT 22,Residential,"187,870","335,000"
577,2021,1/5/2022,Southington,4 SYCAMORE RD (TP),Residential,0,"155,745"
578,2021,1/5/2022,New London,14 HEMPSTEAD COURT,Residential,"97,300","128,000"
579,2021,1/5/2022,New Haven,260 ELM ST,Commercial,"1,037,715","2,600,000"
580,2021,1/5/2022,New Haven,590 ORANGE ST,Commercial,"626,850","600,000"
581,2021,1/5/2022,New Milford,4 GRETL LN,Residential,"210,250","290,000"
582,2021,1/5/2022,Waterbury,25 DEERWOOD LANE #12,Residential,"28,270","110,000"
583,2021,1/5/2022,Thompson,353 PASAY RD,Residential,"129,800","339,000"
